File_size,Time
5496402,0.7787961959838867
5466501,0.9251980781555176
5469900,0.9932501316070557
5494390,0.8516240119934082
5471613,0.8147199153900146
5494068,0.921868085861206
5507218,0.8654499053955078
5537170,0.894773006439209
5557230,0.8451559543609619
5600824,0.8677630424499512
5613113,1.063720941543579
5594138,0.9908430576324463
5593290,0.8876311779022217
5634369,0.8526298999786377
5633126,0.9094879627227783
5618177,0.933729887008667
5612050,1.1671881675720215
5557817,1.1138203144073486
5542447,1.1149723529815674
5554485,1.060469150543213
5541099,0.9593141078948975
5562875,0.8973860740661621
5561867,0.9365048408508301
5570518,0.8651630878448486
5552771,0.808974027633667
5553886,0.8035190105438232
5549879,0.8913700580596924
5543684,0.8266012668609619
5524647,0.8554580211639404
5520773,0.8178880214691162
5554201,0.8627331256866455
5558719,0.8933429718017578
5600809,0.8977127075195312
5614537,1.0576648712158203
5610534,1.5309040546417236
5576740,0.7063448429107666
5606900,0.718472957611084
5610524,0.8713991641998291
5599367,0.8927412033081055
5597530,0.7805361747741699
5596249,0.9487628936767578
5586713,1.4049160480499268
5571190,0.9262039661407471
5562880,0.8967599868774414
5585656,0.881202220916748
5579432,0.8377828598022461
5563265,1.177354097366333
5539906,1.2557199001312256
5546271,1.3369808197021484
5545201,0.8823239803314209
5528143,2.2640719413757324
5531564,1.084143877029419
5565575,2.875380039215088
5574822,1.8426008224487305
5576783,1.8754513263702393
5556614,1.9302616119384766
5532391,0.9689011573791504
5708218,0.9203288555145264
5486083,0.6820721626281738
5717426,0.9078168869018555
5749539,1.022099256515503
5758612,0.9746508598327637
5729409,1.0373270511627197
5720752,0.8332600593566895
5737962,1.0817561149597168
5721321,1.089921236038208
5740163,0.9374613761901855
5750908,1.2814202308654785
5757758,1.0550260543823242
5714839,1.2336459159851074
5685750,1.136387825012207
5665712,0.8560905456542969
5633431,0.9195268154144287
5640412,0.7707021236419678
5640293,1.1358253955841064
5651894,0.9558568000793457
5643405,0.8748724460601807
5642418,0.8515927791595459
5640585,1.3029108047485352
5645485,0.8160688877105713
5652429,0.8290736675262451
5628820,1.032444715499878
5607852,1.0335776805877686
5611683,0.8525781631469727
5584307,0.9028422832489014
5592910,1.488370418548584
5599530,0.9330103397369385
5610951,0.8818905353546143
5625816,1.103308916091919
5602334,0.8419399261474609
5623692,1.0161705017089844
5606334,0.9177300930023193
5610907,0.9097421169281006
5639654,0.9458980560302734
5663003,1.4241924285888672
5694042,1.0267484188079834
5715937,0.9380385875701904
5728246,0.8555545806884766
5721494,0.9048402309417725
5721275,0.8897733688354492
5746325,0.8831727504730225
5745215,1.738379716873169
5738373,1.1877343654632568
5715373,1.003202199935913
5724765,1.1368355751037598
5742498,0.9531240463256836
5731948,0.9258561134338379
5716212,0.8229565620422363
5681589,0.9441502094268799
5687937,0.852668046951294
5693483,0.8451902866363525
5694854,0.8469970226287842
5697137,2.1490983963012695
5674122,1.3719260692596436
5690229,2.3587002754211426
5684208,0.9008045196533203
5684818,2.8358750343322754
5687675,1.5619542598724365
5662785,1.0402932167053223
5658245,3.6146116256713867
5624930,2.07421875
5619248,1.2538328170776367
5609099,1.0602426528930664
5577471,0.9559109210968018
5567293,1.5023369789123535
5569745,0.7904238700866699
5549748,0.8993556499481201
5551927,0.7909524440765381
5553173,0.7787306308746338
5548027,0.7991364002227783
5529520,0.7916698455810547
5503562,1.317337989807129
5499094,0.7833237648010254
5488988,1.289872407913208
5520416,1.0720643997192383
5512679,1.0146665573120117
5519922,0.9150345325469971
5510166,1.4872066974639893
5516326,1.1755168437957764
5488397,0.9253387451171875
5482555,0.9320328235626221
5471933,0.9081771373748779
5463558,1.1606011390686035
5467933,0.7948355674743652
5444364,1.991769790649414
5438925,0.7618403434753418
5432915,1.0717895030975342
5429766,0.8413209915161133
5409228,0.8351624011993408
5405644,0.7883410453796387
5410887,0.8421568870544434
5399408,0.7652442455291748
5413895,3.147725820541382
5417206,0.8702354431152344
5425486,0.8540935516357422
5413942,2.590698480606079
5439224,1.5878145694732666
5438487,3.7076849937438965
5423849,1.412994623184204
5440410,1.0334103107452393
5445885,42.577112913131714
5420336,3.904463291168213
5430889,1.3952219486236572
5429209,1.0110399723052979
5465169,1.1070458889007568
5455761,0.9188599586486816
5487851,0.8675811290740967
5550233,3.086508274078369
5529934,1.6540229320526123
5498988,0.8603568077087402
5512781,0.8940777778625488
5523660,0.9649410247802734
5508619,2.5001142024993896
5493626,1.276442289352417
5524180,1.1648027896881104
5537304,1.1829087734222412
5543926,1.6412439346313477
5523686,1.0649652481079102
5519595,3.193058490753174
5506797,1.5492017269134521
5529912,1.4690635204315186
5519964,1.1136345863342285
5541327,1.129356861114502
5544305,0.8674032688140869
5513111,1.6181702613830566
5517551,0.9058747291564941
5521446,0.8449158668518066
5504018,1.4218170642852783
5497009,1.2166447639465332
5485166,1.3266968727111816
5476631,1.1640710830688477
5414199,0.8626611232757568
5410903,1.478708267211914
5403603,0.8220453262329102
5384848,0.835970401763916
5409534,0.8380889892578125
5407316,0.718278169631958
5417923,0.7321829795837402
5414564,0.7142157554626465
5418824,0.7655696868896484
5410399,0.7801098823547363
5424128,1.4229750633239746
5407545,0.8115959167480469
5409752,0.7570347785949707
5394310,0.8733468055725098
5390619,1.0693602561950684
5399591,0.960597038269043
5399305,1.6773126125335693
5412193,0.9106571674346924
5397319,0.8974318504333496
5395051,0.8299548625946045
5391799,1.0048010349273682
5407228,1.4004106521606445
5397970,0.9946143627166748
5355123,0.9316284656524658
5362453,0.818389892578125
5360698,0.8028266429901123
5381051,1.729940414428711
5370830,0.7478523254394531
5355415,0.7418458461761475
5355407,1.0666277408599854
5378409,0.7328023910522461
5368569,1.5155045986175537
5425096,0.9226243495941162
5410183,18.034050226211548
5387783,0.9024872779846191
5366195,4.428470611572266
5344930,1.2364747524261475
5343827,9.641109943389893
5368609,0.732964277267456
5351095,0.8501620292663574
5346520,0.7756195068359375
5358489,0.7479686737060547
5343685,1.050487756729126
5359745,1.8104989528656006
5371644,0.8432235717773438
5386572,1.1127572059631348
5402215,10.965067625045776
5400718,0.9916501045227051
5441394,0.8902406692504883
5459135,0.8303894996643066
5429437,0.894150972366333
